n,m,a1,a2,a3,a4
51,7,357,408,364,58
93,6,558,651,564,99
42,3,126,168,129,45
30,9,270,300,279,39
24,2,48,72,50,26
39,5,195,234,200,44
39,3,117,156,120,42
30,6,180,210,186,36
62,2,124,186,126,64
28,5,140,168,145,33
96,5,480,576,485,101
39,4,156,195,160,43
39,8,312,351,320,47
13,5,65,78,70,18
58,5,290,348,295,63
84,3,252,336,255,87
83,2,166,249,168,85
77,7,539,616,546,84
24,7,168,192,175,31
88,8,704,792,712,96
33,6,198,231,204,39
72,5,360,432,365,77
61,4,244,305,248,65
35,7,245,280,252,42
93,8,744,837,752,101
40,2,80,120,82,42
95,9,855,950,864,104
50,7,350,400,357,57
99,9,891,990,900,108
23,5,115,138,120,28
84,3,252,336,255,87
83,5,415,498,420,88
94,7,658,752,665,101
13,5,65,78,70,18
83,2,166,249,168,85
15,4,60,75,64,19
99,8,792,891,800,107
56,3,168,224,171,59
80,9,720,800,729,89
77,2,154,231,156,79
44,2,88,132,90,46
27,3,81,108,84,30
34,9,306,340,315,43
55,7,385,440,392,62
28,5,140,168,145,33
64,5,320,384,325,69
67,4,268,335,272,71
40,6,240,280,246,46
54,9,486,540,495,63
11,3,33,44,36,14
31,8,248,279,256,39
51,2,102,153,104,53
48,7,336,384,343,55
83,3,249,332,252,86
39,4,156,195,160,43
51,7,357,408,364,58
69,6,414,483,420,75
68,5,340,408,345,73
95,3,285,380,288,98
65,6,390,455,396,71
62,6,372,434,378,68
67,8,536,603,544,75
46,3,138,184,141,49
66,6,396,462,402,72
41,7,287,328,294,48
19,4,76,95,80,23
81,8,648,729,656,89
81,5,405,486,410,86
28,3,84,112,87,31
52,4,208,260,212,56
46,9,414,460,423,55
56,6,336,392,342,62
53,5,265,318,270,58
43,7,301,344,308,50
92,9,828,920,837,101
91,8,728,819,736,99
17,6,102,119,108,23
11,8,88,99,96,19
52,9,468,520,477,61
48,8,384,432,392,56
41,4,164,205,168,45
74,8,592,666,600,82
83,8,664,747,672,91
65,7,455,520,462,72
61,5,305,366,310,66
65,7,455,520,462,72
64,7,448,512,455,71
12,9,108,120,117,21
38,6,228,266,234,44
12,2,24,36,26,14
50,6,300,350,306,56
28,5,140,168,145,33
73,3,219,292,222,76
46,8,368,414,376,54
75,9,675,750,684,84
21,4,84,105,88,25
65,4,260,325,264,69
99,6,594,693,600,105
84,6,504,588,510,90
98,3,294,392,297,101
55,7,385,440,392,62
35,3,105,140,108,38
40,3,120,160,123,43
37,3,111,148,114,40
13,3,39,52,42,16
69,3,207,276,210,72
48,8,384,432,392,56
72,5,360,432,365,77
80,2,160,240,162,82
62,5,310,372,315,67
27,9,243,270,252,36
91,6,546,637,552,97
77,9,693,770,702,86
40,4,160,200,164,44
91,5,455,546,460,96
74,2,148,222,150,76
18,8,144,162,152,26
92,9,828,920,837,101
17,5,85,102,90,22
56,6,336,392,342,62
73,7,511,584,518,80
61,5,305,366,310,66
38,9,342,380,351,47
47,4,188,235,192,51
34,6,204,238,210,40
78,6,468,546,474,84
86,7,602,688,609,93
37,5,185,222,190,42
36,8,288,324,296,44
66,8,528,594,536,74
89,9,801,890,810,98
14,7,98,112,105,21
20,4,80,100,84,24
11,9,99,110,108,20
84,4,336,420,340,88
63,8,504,567,512,71
71,7,497,568,504,78
36,3,108,144,111,39
45,5,225,270,230,50
60,4,240,300,244,64
66,8,528,594,536,74
58,6,348,406,354,64
17,8,136,153,144,25
25,4,100,125,104,29
30,2,60,90,62,32
58,5,290,348,295,63
53,4,212,265,216,57
38,5,190,228,195,43
76,5,380,456,385,81
49,5,245,294,250,54
45,8,360,405,368,53
84,6,504,588,510,90
14,7,98,112,105,21
96,8,768,864,776,104
49,5,245,294,250,54
96,8,768,864,776,104
77,5,385,462,390,82
40,3,120,160,123,43
54,4,216,270,220,58
88,4,352,440,356,92
63,2,126,189,128,65
48,2,96,144,98,50
93,5,465,558,470,98
43,9,387,430,396,52
19,6,114,133,120,25
39,3,117,156,120,42
78,4,312,390,316,82
53,2,106,159,108,55
31,2,62,93,64,33
12,2,24,36,26,14
25,2,50,75,52,27
26,2,52,78,54,28
97,9,873,970,882,106
26,5,130,156,135,31
90,9,810,900,819,99
91,4,364,455,368,95
50,4,200,250,204,54
15,2,30,45,32,17
37,3,111,148,114,40
50,9,450,500,459,59
71,5,355,426,360,76
53,6,318,371,324,59
66,2,132,198,134,68
14,9,126,140,135,23
92,5,460,552,465,97
12,7,84,96,91,19
77,4,308,385,312,81
26,5,130,156,135,31
20,4,80,100,84,24
75,7,525,600,532,82
91,2,182,273,184,93
57,2,114,171,116,59
71,4,284,355,288,75
41,4,164,205,168,45
39,7,273,312,280,46
88,9,792,880,801,97
64,7,448,512,455,71
44,3,132,176,135,47
68,4,272,340,276,72
34,7,238,272,245,41
48,4,192,240,196,52
78,9,702,780,711,87
77,4,308,385,312,81
12,4,48,60,52,16
68,7,476,544,483,75
83,7,581,664,588,90
92,3,276,368,279,95
47,6,282,329,288,53
97,7,679,776,686,104
13,2,26,39,28,15
88,8,704,792,712,96
74,4,296,370,300,78
29,2,58,87,60,31
82,9,738,820,747,91
12,4,48,60,52,16
23,8,184,207,192,31
19,6,114,133,120,25
39,4,156,195,160,43
92,2,184,276,186,94
85,2,170,255,172,87
40,3,120,160,123,43
56,5,280,336,285,61
49,5,245,294,250,54
80,2,160,240,162,82
37,3,111,148,114,40
83,6,498,581,504,89
54,4,216,270,220,58
93,3,279,372,282,96
87,4,348,435,352,91
18,7,126,144,133,25
85,3,255,340,258,88
82,2,164,246,166,84
59,7,413,472,420,66
78,3,234,312,237,81
28,2,56,84,58,30
89,8,712,801,720,97
90,7,630,720,637,97
38,6,228,266,234,44
96,2,192,288,194,98
84,8,672,756,680,92
41,2,82,123,84,43
49,4,196,245,200,53
16,3,48,64,51,19
59,3,177,236,180,62
40,7,280,320,287,47
76,4,304,380,308,80
49,4,196,245,200,53
80,7,560,640,567,87
47,7,329,376,336,54
17,7,119,136,126,24
52,4,208,260,212,56
60,9,540,600,549,69
33,8,264,297,272,41
77,6,462,539,468,83
86,2,172,258,174,88
56,5,280,336,285,61
85,5,425,510,430,90
14,9,126,140,135,23
63,6,378,441,384,69
76,6,456,532,462,82
77,2,154,231,156,79
44,5,220,264,225,49
17,5,85,102,90,22
73,8,584,657,592,81
92,9,828,920,837,101
86,8,688,774,696,94
94,8,752,846,760,102
21,5,105,126,110,26
78,3,234,312,237,81
50,4,200,250,204,54
96,6,576,672,582,102
66,8,528,594,536,74
17,7,119,136,126,24
41,4,164,205,168,45
21,3,63,84,66,24
35,2,70,105,72,37
44,5,220,264,225,49
74,9,666,740,675,83
14,3,42,56,45,17
68,7,476,544,483,75
72,5,360,432,365,77
11,9,99,110,108,20
96,4,384,480,388,100
39,9,351,390,360,48
73,7,511,584,518,80
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
