n,m,a1,a2,a3,a4
79,15,1185,1200,1264,94
31,67,2077,2144,2108,98
39,29,1131,1160,1170,68
27,27,729,756,756,54
59,88,5192,5280,5251,147
84,44,3696,3740,3780,128
75,74,5550,5624,5625,149
79,80,6320,6400,6399,159
36,63,2268,2331,2304,99
87,48,4176,4224,4263,135
34,76,2584,2660,2618,110
20,41,820,861,840,61
48,94,4512,4606,4560,142
14,15,210,225,224,29
76,62,4712,4774,4788,138
93,90,8370,8460,8463,183
12,66,792,858,804,78
55,34,1870,1904,1925,89
76,94,7144,7238,7220,170
41,91,3731,3822,3772,132
29,11,319,330,348,40
89,79,7031,7110,7120,168
52,47,2444,2491,2496,99
62,23,1426,1449,1488,85
99,49,4851,4900,4950,148
61,31,1891,1922,1952,92
49,16,784,800,833,65
52,66,3432,3498,3484,118
59,93,5487,5580,5546,152
11,43,473,516,484,54
51,54,2754,2808,2805,105
21,50,1050,1100,1071,71
60,43,2580,2623,2640,103
11,96,1056,1152,1067,107
65,97,6305,6402,6370,162
98,51,4998,5049,5096,149
74,14,1036,1050,1110,88
37,88,3256,3344,3293,125
64,33,2112,2145,2176,97
89,29,2581,2610,2670,118
87,78,6786,6864,6873,165
71,66,4686,4752,4757,137
27,17,459,476,486,44
83,52,4316,4368,4399,135
13,64,832,896,845,77
78,53,4134,4187,4212,131
43,22,946,968,989,65
73,14,1022,1036,1095,87
74,89,6586,6675,6660,163
49,63,3087,3150,3136,112
46,55,2530,2585,2576,101
44,43,1892,1935,1936,87
22,87,1914,2001,1936,109
75,20,1500,1520,1575,95
77,86,6622,6708,6699,163
27,16,432,448,459,43
94,25,2350,2375,2444,119
81,92,7452,7544,7533,173
78,26,2028,2054,2106,104
85,54,4590,4644,4675,139
26,33,858,891,884,59
42,31,1302,1333,1344,73
83,71,5893,5964,5976,154
72,73,5256,5329,5328,145
80,65,5200,5265,5280,145
27,46,1242,1288,1269,73
93,50,4650,4700,4743,143
11,89,979,1068,990,100
57,92,5244,5336,5301,149
39,15,585,600,624,54
65,61,3965,4026,4030,126
42,43,1806,1849,1848,85
89,28,2492,2520,2581,117
62,10,620,630,682,72
90,35,3150,3185,3240,125
73,68,4964,5032,5037,141
54,19,1026,1045,1080,73
32,75,2400,2475,2432,107
71,75,5325,5400,5396,146
55,47,2585,2632,2640,102
40,74,2960,3034,3000,114
70,61,4270,4331,4340,131
15,75,1125,1200,1140,90
70,14,980,994,1050,84
62,65,4030,4095,4092,127
91,13,1183,1196,1274,104
59,71,4189,4260,4248,130
46,25,1150,1175,1196,71
62,61,3782,3843,3844,123
21,35,735,770,756,56
29,45,1305,1350,1334,74
78,97,7566,7663,7644,175
11,81,891,972,902,92
30,62,1860,1922,1890,92
69,67,4623,4690,4692,136
46,92,4232,4324,4278,138
74,29,2146,2175,2220,103
57,34,1938,1972,1995,91
19,83,1577,1660,1596,102
83,36,2988,3024,3071,119
83,70,5810,5880,5893,153
51,87,4437,4524,4488,138
49,12,588,600,637,61
33,85,2805,2890,2838,118
48,50,2400,2450,2448,98
64,65,4160,4225,4224,129
43,15,645,660,688,58
30,99,2970,3069,3000,129
58,11,638,649,696,69
84,25,2100,2125,2184,109
21,45,945,990,966,66
84,62,5208,5270,5292,146
82,58,4756,4814,4838,140
32,64,2048,2112,2080,96
17,75,1275,1350,1292,92
28,30,840,870,868,58
99,78,7722,7800,7821,177
53,97,5141,5238,5194,150
50,48,2400,2448,2450,98
29,68,1972,2040,2001,97
32,56,1792,1848,1824,88
51,43,2193,2236,2244,94
70,88,6160,6248,6230,158
40,16,640,656,680,56
26,65,1690,1755,1716,91
40,20,800,820,840,60
51,20,1020,1040,1071,71
94,66,6204,6270,6298,160
24,27,648,675,672,51
56,75,4200,4275,4256,131
31,16,496,512,527,47
97,84,8148,8232,8245,181
23,37,851,888,874,60
76,51,3876,3927,3952,127
81,90,7290,7380,7371,171
80,54,4320,4374,4400,134
29,94,2726,2820,2755,123
81,89,7209,7298,7290,170
11,78,858,936,869,89
10,56,560,616,570,66
95,96,9120,9216,9215,191
63,45,2835,2880,2898,108
10,32,320,352,330,42
80,19,1520,1539,1600,99
45,64,2880,2944,2925,109
76,39,2964,3003,3040,115
86,90,7740,7830,7826,176
42,87,3654,3741,3696,129
37,17,629,646,666,54
67,36,2412,2448,2479,103
56,80,4480,4560,4536,136
33,16,528,544,561,49
20,11,220,231,240,31
60,85,5100,5185,5160,145
29,31,899,930,928,60
22,24,528,552,550,46
47,20,940,960,987,67
56,91,5096,5187,5152,147
67,69,4623,4692,4690,136
78,97,7566,7663,7644,175
45,55,2475,2530,2520,100
97,90,8730,8820,8827,187
95,98,9310,9408,9405,193
67,23,1541,1564,1608,90
37,70,2590,2660,2627,107
39,34,1326,1360,1365,73
67,95,6365,6460,6432,162
89,27,2403,2430,2492,116
40,97,3880,3977,3920,137
23,62,1426,1488,1449,85
72,77,5544,5621,5616,149
60,42,2520,2562,2580,102
15,89,1335,1424,1350,104
51,50,2550,2600,2601,101
19,22,418,440,437,41
37,64,2368,2432,2405,101
19,35,665,700,684,54
80,85,6800,6885,6880,165
45,24,1080,1104,1125,69
12,72,864,936,876,84
50,94,4700,4794,4750,144
52,36,1872,1908,1924,88
75,56,4200,4256,4275,131
37,93,3441,3534,3478,130
40,16,640,656,680,56
23,40,920,960,943,63
50,28,1400,1428,1450,78
26,16,416,432,442,42
51,86,4386,4472,4437,137
20,76,1520,1596,1540,96
69,72,4968,5040,5037,141
51,48,2448,2496,2499,99
28,49,1372,1421,1400,77
18,96,1728,1824,1746,114
23,56,1288,1344,1311,79
74,86,6364,6450,6438,160
53,43,2279,2322,2332,96
45,54,2430,2484,2475,99
26,79,2054,2133,2080,105
44,98,4312,4410,4356,142
37,40,1480,1520,1517,77
89,54,4806,4860,4895,143
75,61,4575,4636,4650,136
49,78,3822,3900,3871,127
66,25,1650,1675,1716,91
36,92,3312,3404,3348,128
92,86,7912,7998,8004,178
57,95,5415,5510,5472,152
55,85,4675,4760,4730,140
16,20,320,340,336,36
96,85,8160,8245,8256,181
61,48,2928,2976,2989,109
40,73,2920,2993,2960,113
63,89,5607,5696,5670,152
98,11,1078,1089,1176,109
38,10,380,390,418,48
62,18,1116,1134,1178,80
77,62,4774,4836,4851,139
96,47,4512,4559,4608,143
26,56,1456,1512,1482,82
92,36,3312,3348,3404,128
27,11,297,308,324,38
41,22,902,924,943,63
70,90,6300,6390,6370,160
20,52,1040,1092,1060,72
13,22,286,308,299,35
91,96,8736,8832,8827,187
25,75,1875,1950,1900,100
74,54,3996,4050,4070,128
78,97,7566,7663,7644,175
60,62,3720,3782,3780,122
90,25,2250,2275,2340,115
74,97,7178,7275,7252,171
99,38,3762,3800,3861,137
74,98,7252,7350,7326,172
22,99,2178,2277,2200,121
61,90,5490,5580,5551,151
10,13,130,143,140,23
28,41,1148,1189,1176,69
93,13,1209,1222,1302,106
83,15,1245,1260,1328,98
68,26,1768,1794,1836,94
41,72,2952,3024,2993,113
79,32,2528,2560,2607,111
66,92,6072,6164,6138,158
34,15,510,525,544,49
66,25,1650,1675,1716,91
33,15,495,510,528,48
59,24,1416,1440,1475,83
48,84,4032,4116,4080,132
95,76,7220,7296,7315,171
11,21,231,252,242,32
45,81,3645,3726,3690,126
53,68,3604,3672,3657,121
17,23,391,414,408,40
10,45,450,495,460,55
43,85,3655,3740,3698,128
78,34,2652,2686,2730,112
65,18,1170,1188,1235,83
35,58,2030,2088,2065,93
90,48,4320,4368,4410,138
37,48,1776,1824,1813,85
87,68,5916,5984,6003,155
85,20,1700,1720,1785,105
46,70,3220,3290,3266,116
34,26,884,910,918,60
69,19,1311,1330,1380,88
33,72,2376,2448,2409,105
87,10,870,880,957,97
76,30,2280,2310,2356,106
10,14,140,154,150,24
71,63,4473,4536,4544,134
38,40,1520,1560,1558,78
11,32,352,384,363,43
25,77,1925,2002,1950,102
88,19,1672,1691,1760,107
82,59,4838,4897,4920,141
45,83,3735,3818,3780,128
92,59,5428,5487,5520,151
72,30,2160,2190,2232,102
29,49,1421,1470,1450,78
38,99,3762,3861,3800,137
95,62,5890,5952,5985,157
30,71,2130,2201,2160,101
27,37,999,1036,1026,64
22,15,330,345,352,37
83,54,4482,4536,4565,137
58,49,2842,2891,2900,107
66,40,2640,2680,2706,106
79,25,1975,2000,2054,104
86,82,7052,7134,7138,168
35,60,2100,2160,2135,95
53,11,583,594,636,64
73,77,5621,5698,5694,150
42,40,1680,1720,1722,82
39,41,1599,1640,1638,80
69,27,1863,1890,1932,96
41,35,1435,1470,1476,76
46,67,3082,3149,3128,113
75,92,6900,6992,6975,167
12,36,432,468,444,48
43,12,516,528,559,55
62,85,5270,5355,5332,147
32,43,1376,1419,1408,75
28,94,2632,2726,2660,122
19,69,1311,1380,1330,88
51,88,4488,4576,4539,139
75,53,3975,4028,4050,128
27,35,945,980,972,62
58,34,1972,2006,2030,92
70,90,6300,6390,6370,160
55,69,3795,3864,3850,124
31,32,992,1024,1023,63
98,41,4018,4059,4116,139
29,96,2784,2880,2813,125
33,20,660,680,693,53
42,80,3360,3440,3402,122
50,82,4100,4182,4150,132
89,42,3738,3780,3827,131
28,80,2240,2320,2268,108
20,21,420,441,440,41
60,63,3780,3843,3840,123
77,26,2002,2028,2079,103
51,30,1530,1560,1581,81
92,92,8464,8556,8556,184
71,58,4118,4176,4189,129
68,60,4080,4140,4148,128
72,31,2232,2263,2304,103
72,78,5616,5694,5688,150
92,83,7636,7719,7728,175
83,10,830,840,913,93
77,96,7392,7488,7469,173
88,39,3432,3471,3520,127
28,47,1316,1363,1344,75
43,95,4085,4180,4128,138
85,32,2720,2752,2805,117
47,24,1128,1152,1175,71
41,13,533,546,574,54
73,96,7008,7104,7081,169
84,92,7728,7820,7812,176
78,92,7176,7268,7254,170
72,93,6696,6789,6768,165
49,11,539,550,588,60
10,91,910,1001,920,101
94,76,7144,7220,7238,170
60,99,5940,6039,6000,159
70,95,6650,6745,6720,165
59,12,708,720,767,71
55,69,3795,3864,3850,124
11,30,330,360,341,41
65,88,5720,5808,5785,153
95,34,3230,3264,3325,129
59,69,4071,4140,4130,128
63,35,2205,2240,2268,98
90,88,7920,8008,8010,178
49,91,4459,4550,4508,140
36,57,2052,2109,2088,93
83,44,3652,3696,3735,127
27,99,2673,2772,2700,126
90,54,4860,4914,4950,144
72,99,7128,7227,7200,171
88,38,3344,3382,3432,126
79,93,7347,7440,7426,172
22,21,462,483,484,43
26,76,1976,2052,2002,102
72,41,2952,2993,3024,113
33,75,2475,2550,2508,108
31,65,2015,2080,2046,96
30,88,2640,2728,2670,118
54,53,2862,2915,2916,107
79,80,6320,6400,6399,159
12,41,492,533,504,53
98,51,4998,5049,5096,149
92,87,8004,8091,8096,179
10,21,210,231,220,31
46,23,1058,1081,1104,69
65,16,1040,1056,1105,81
68,27,1836,1863,1904,95
76,20,1520,1540,1596,96
41,91,3731,3822,3772,132
74,21,1554,1575,1628,95
96,76,7296,7372,7392,172
61,11,671,682,732,72
45,31,1395,1426,1440,76
99,81,8019,8100,8118,180
90,61,5490,5551,5580,151
62,72,4464,4536,4526,134
41,93,3813,3906,3854,134
38,20,760,780,798,58
78,30,2340,2370,2418,108
62,27,1674,1701,1736,89
82,34,2788,2822,2870,116
39,18,702,720,741,57
92,48,4416,4464,4508,140
80,64,5120,5184,5200,144
63,20,1260,1280,1323,83
84,86,7224,7310,7308,170
41,16,656,672,697,57
35,43,1505,1548,1540,78
43,94,4042,4136,4085,137
85,41,3485,3526,3570,126
24,88,2112,2200,2136,112
24,59,1416,1475,1440,83
16,22,352,374,368,38
54,44,2376,2420,2430,98
26,27,702,729,728,53
47,16,752,768,799,63
37,70,2590,2660,2627,107
19,47,893,940,912,66
48,61,2928,2989,2976,109
54,33,1782,1815,1836,87
28,78,2184,2262,2212,106
68,67,4556,4623,4624,135
27,31,837,868,864,58
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
