a1,a2,a3,a4
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
line,ray,line segment,none of these
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
