n,m,a1,a2,a3,a4
8,29,14.50,24.50,37.00,19.50
6,31,11.63,21.63,37.00,16.63
8,27,13.50,23.50,35.00,18.50
4,17,4.25,14.25,21.00,9.25
9,21,11.81,21.81,30.00,16.81
4,38,9.50,19.50,42.00,14.50
1,38,2.38,12.38,39.00,7.38
6,21,7.88,17.88,27.00,12.88
7,36,15.75,25.75,43.00,20.75
6,44,16.50,26.50,50.00,21.50
6,12,4.50,14.50,18.00,9.50
2,27,3.38,13.38,29.00,8.38
2,22,2.75,12.75,24.00,7.75
7,47,20.56,30.56,54.00,25.56
2,46,5.75,15.75,48.00,10.75
7,14,6.13,16.13,21.00,11.13
7,10,4.38,14.38,17.00,9.38
7,49,21.44,31.44,56.00,26.44
3,44,8.25,18.25,47.00,13.25
3,18,3.38,13.38,21.00,8.38
9,20,11.25,21.25,29.00,16.25
8,23,11.50,21.50,31.00,16.50
2,21,2.63,12.63,23.00,7.63
1,41,2.56,12.56,42.00,7.56
1,29,1.81,11.81,30.00,6.81
8,44,22.00,32.00,52.00,27.00
2,13,1.63,11.63,15.00,6.63
5,49,15.31,25.31,54.00,20.31
5,49,15.31,25.31,54.00,20.31
5,20,6.25,16.25,25.00,11.25
6,13,4.88,14.88,19.00,9.88
5,15,4.69,14.69,20.00,9.69
1,39,2.44,12.44,40.00,7.44
7,16,7.00,17.00,23.00,12.00
7,13,5.69,15.69,20.00,10.69
5,21,6.56,16.56,26.00,11.56
7,10,4.38,14.38,17.00,9.38
6,38,14.25,24.25,44.00,19.25
7,10,4.38,14.38,17.00,9.38
6,45,16.88,26.88,51.00,21.88
7,21,9.19,19.19,28.00,14.19
1,28,1.75,11.75,29.00,6.75
8,12,6.00,16.00,20.00,11.00
5,42,13.13,23.13,47.00,18.13
2,23,2.88,12.88,25.00,7.88
9,22,12.38,22.38,31.00,17.38
8,41,20.50,30.50,49.00,25.50
9,12,6.75,16.75,21.00,11.75
7,30,13.13,23.13,37.00,18.13
3,38,7.13,17.13,41.00,12.13
6,38,14.25,24.25,44.00,19.25
4,22,5.50,15.50,26.00,10.50
9,17,9.56,19.56,26.00,14.56
8,36,18.00,28.00,44.00,23.00
9,46,25.88,35.88,55.00,30.88
1,26,1.63,11.63,27.00,6.63
8,44,22.00,32.00,52.00,27.00
7,14,6.13,16.13,21.00,11.13
9,26,14.63,24.63,35.00,19.63
3,38,7.13,17.13,41.00,12.13
1,30,1.88,11.88,31.00,6.88
2,19,2.38,12.38,21.00,7.38
7,35,15.31,25.31,42.00,20.31
2,10,1.25,11.25,12.00,6.25
4,40,10.00,20.00,44.00,15.00
2,23,2.88,12.88,25.00,7.88
3,47,8.81,18.81,50.00,13.81
2,16,2.00,12.00,18.00,7.00
9,20,11.25,21.25,29.00,16.25
9,36,20.25,30.25,45.00,25.25
3,27,5.06,15.06,30.00,10.06
4,16,4.00,14.00,20.00,9.00
9,35,19.69,29.69,44.00,24.69
6,23,8.63,18.63,29.00,13.63
9,16,9.00,19.00,25.00,14.00
7,34,14.88,24.88,41.00,19.88
7,20,8.75,18.75,27.00,13.75
9,46,25.88,35.88,55.00,30.88
2,44,5.50,15.50,46.00,10.50
9,41,23.06,33.06,50.00,28.06
4,34,8.50,18.50,38.00,13.50
2,20,2.50,12.50,22.00,7.50
3,11,2.06,12.06,14.00,7.06
1,38,2.38,12.38,39.00,7.38
2,26,3.25,13.25,28.00,8.25
9,24,13.50,23.50,33.00,18.50
6,17,6.38,16.38,23.00,11.38
5,20,6.25,16.25,25.00,11.25
2,17,2.13,12.13,19.00,7.13
5,46,14.38,24.38,51.00,19.38
4,41,10.25,20.25,45.00,15.25
5,33,10.31,20.31,38.00,15.31
6,48,18.00,28.00,54.00,23.00
9,17,9.56,19.56,26.00,14.56
4,24,6.00,16.00,28.00,11.00
1,34,2.13,12.13,35.00,7.13
5,16,5.00,15.00,21.00,10.00
7,18,7.88,17.88,25.00,12.88
7,13,5.69,15.69,20.00,10.69
9,21,11.81,21.81,30.00,16.81
1,32,2.00,12.00,33.00,7.00
5,27,8.44,18.44,32.00,13.44
9,39,21.94,31.94,48.00,26.94
5,37,11.56,21.56,42.00,16.56
1,46,2.88,12.88,47.00,7.88
4,16,4.00,14.00,20.00,9.00
5,10,3.13,13.13,15.00,8.13
3,15,2.81,12.81,18.00,7.81
6,20,7.50,17.50,26.00,12.50
9,18,10.13,20.13,27.00,15.13
1,28,1.75,11.75,29.00,6.75
2,34,4.25,14.25,36.00,9.25
1,11,0.69,10.69,12.00,5.69
6,35,13.13,23.13,41.00,18.13
8,31,15.50,25.50,39.00,20.50
7,22,9.63,19.63,29.00,14.63
9,28,15.75,25.75,37.00,20.75
5,11,3.44,13.44,16.00,8.44
8,47,23.50,33.50,55.00,28.50
1,21,1.31,11.31,22.00,6.31
4,26,6.50,16.50,30.00,11.50
8,48,24.00,34.00,56.00,29.00
5,26,8.13,18.13,31.00,13.13
8,49,24.50,34.50,57.00,29.50
5,17,5.31,15.31,22.00,10.31
7,42,18.38,28.38,49.00,23.38
4,35,8.75,18.75,39.00,13.75
9,16,9.00,19.00,25.00,14.00
7,36,15.75,25.75,43.00,20.75
7,46,20.13,30.13,53.00,25.13
1,29,1.81,11.81,30.00,6.81
4,40,10.00,20.00,44.00,15.00
8,29,14.50,24.50,37.00,19.50
6,10,3.75,13.75,16.00,8.75
1,27,1.69,11.69,28.00,6.69
9,14,7.88,17.88,23.00,12.88
8,19,9.50,19.50,27.00,14.50
7,24,10.50,20.50,31.00,15.50
5,48,15.00,25.00,53.00,20.00
1,35,2.19,12.19,36.00,7.19
3,10,1.88,11.88,13.00,6.88
2,34,4.25,14.25,36.00,9.25
1,17,1.06,11.06,18.00,6.06
8,40,20.00,30.00,48.00,25.00
7,13,5.69,15.69,20.00,10.69
9,45,25.31,35.31,54.00,30.31
9,25,14.06,24.06,34.00,19.06
2,32,4.00,14.00,34.00,9.00
5,40,12.50,22.50,45.00,17.50
2,14,1.75,11.75,16.00,6.75
7,36,15.75,25.75,43.00,20.75
7,18,7.88,17.88,25.00,12.88
4,32,8.00,18.00,36.00,13.00
9,32,18.00,28.00,41.00,23.00
8,27,13.50,23.50,35.00,18.50
1,48,3.00,13.00,49.00,8.00
5,29,9.06,19.06,34.00,14.06
8,40,20.00,30.00,48.00,25.00
6,43,16.13,26.13,49.00,21.13
9,49,27.56,37.56,58.00,32.56
9,13,7.31,17.31,22.00,12.31
6,38,14.25,24.25,44.00,19.25
8,29,14.50,24.50,37.00,19.50
3,20,3.75,13.75,23.00,8.75
4,40,10.00,20.00,44.00,15.00
1,10,0.63,10.63,11.00,5.63
6,13,4.88,14.88,19.00,9.88
8,23,11.50,21.50,31.00,16.50
3,28,5.25,15.25,31.00,10.25
3,34,6.38,16.38,37.00,11.38
7,30,13.13,23.13,37.00,18.13
6,48,18.00,28.00,54.00,23.00
2,32,4.00,14.00,34.00,9.00
6,11,4.13,14.13,17.00,9.13
4,48,12.00,22.00,52.00,17.00
7,36,15.75,25.75,43.00,20.75
7,35,15.31,25.31,42.00,20.31
8,12,6.00,16.00,20.00,11.00
1,47,2.94,12.94,48.00,7.94
8,40,20.00,30.00,48.00,25.00
5,27,8.44,18.44,32.00,13.44
8,38,19.00,29.00,46.00,24.00
1,30,1.88,11.88,31.00,6.88
5,38,11.88,21.88,43.00,16.88
7,26,11.38,21.38,33.00,16.38
2,16,2.00,12.00,18.00,7.00
8,22,11.00,21.00,30.00,16.00
3,15,2.81,12.81,18.00,7.81
7,47,20.56,30.56,54.00,25.56
7,40,17.50,27.50,47.00,22.50
7,34,14.88,24.88,41.00,19.88
6,21,7.88,17.88,27.00,12.88
8,19,9.50,19.50,27.00,14.50
8,12,6.00,16.00,20.00,11.00
4,41,10.25,20.25,45.00,15.25
6,46,17.25,27.25,52.00,22.25
4,46,11.50,21.50,50.00,16.50
1,32,2.00,12.00,33.00,7.00
8,17,8.50,18.50,25.00,13.50
5,16,5.00,15.00,21.00,10.00
4,11,2.75,12.75,15.00,7.75
3,39,7.31,17.31,42.00,12.31
3,39,7.31,17.31,42.00,12.31
8,32,16.00,26.00,40.00,21.00
8,34,17.00,27.00,42.00,22.00
5,18,5.63,15.63,23.00,10.63
3,39,7.31,17.31,42.00,12.31
8,30,15.00,25.00,38.00,20.00
1,11,0.69,10.69,12.00,5.69
6,46,17.25,27.25,52.00,22.25
5,37,11.56,21.56,42.00,16.56
7,40,17.50,27.50,47.00,22.50
8,20,10.00,20.00,28.00,15.00
8,33,16.50,26.50,41.00,21.50
1,36,2.25,12.25,37.00,7.25
8,26,13.00,23.00,34.00,18.00
6,33,12.38,22.38,39.00,17.38
9,19,10.69,20.69,28.00,15.69
3,46,8.63,18.63,49.00,13.63
6,46,17.25,27.25,52.00,22.25
2,28,3.50,13.50,30.00,8.50
5,32,10.00,20.00,37.00,15.00
6,15,5.63,15.63,21.00,10.63
4,45,11.25,21.25,49.00,16.25
7,20,8.75,18.75,27.00,13.75
2,29,3.63,13.63,31.00,8.63
5,23,7.19,17.19,28.00,12.19
1,13,0.81,10.81,14.00,5.81
1,47,2.94,12.94,48.00,7.94
9,26,14.63,24.63,35.00,19.63
8,47,23.50,33.50,55.00,28.50
9,33,18.56,28.56,42.00,23.56
4,43,10.75,20.75,47.00,15.75
8,16,8.00,18.00,24.00,13.00
1,49,3.06,13.06,50.00,8.06
9,36,20.25,30.25,45.00,25.25
8,32,16.00,26.00,40.00,21.00
9,31,17.44,27.44,40.00,22.44
4,18,4.50,14.50,22.00,9.50
3,40,7.50,17.50,43.00,12.50
1,35,2.19,12.19,36.00,7.19
7,11,4.81,14.81,18.00,9.81
6,22,8.25,18.25,28.00,13.25
8,48,24.00,34.00,56.00,29.00
9,41,23.06,33.06,50.00,28.06
4,30,7.50,17.50,34.00,12.50
1,25,1.56,11.56,26.00,6.56
8,48,24.00,34.00,56.00,29.00
1,29,1.81,11.81,30.00,6.81
5,45,14.06,24.06,50.00,19.06
4,43,10.75,20.75,47.00,15.75
9,30,16.88,26.88,39.00,21.88
8,46,23.00,33.00,54.00,28.00
1,49,3.06,13.06,50.00,8.06
2,23,2.88,12.88,25.00,7.88
1,17,1.06,11.06,18.00,6.06
7,34,14.88,24.88,41.00,19.88
6,29,10.88,20.88,35.00,15.88
4,26,6.50,16.50,30.00,11.50
4,16,4.00,14.00,20.00,9.00
1,47,2.94,12.94,48.00,7.94
3,34,6.38,16.38,37.00,11.38
3,32,6.00,16.00,35.00,11.00
5,48,15.00,25.00,53.00,20.00
3,40,7.50,17.50,43.00,12.50
8,40,20.00,30.00,48.00,25.00
7,42,18.38,28.38,49.00,23.38
9,23,12.94,22.94,32.00,17.94
1,22,1.38,11.38,23.00,6.38
4,47,11.75,21.75,51.00,16.75
5,42,13.13,23.13,47.00,18.13
5,11,3.44,13.44,16.00,8.44
7,49,21.44,31.44,56.00,26.44
7,21,9.19,19.19,28.00,14.19
1,49,3.06,13.06,50.00,8.06
2,22,2.75,12.75,24.00,7.75
9,22,12.38,22.38,31.00,17.38
2,37,4.63,14.63,39.00,9.63
4,39,9.75,19.75,43.00,14.75
1,18,1.13,11.13,19.00,6.13
9,34,19.13,29.13,43.00,24.13
7,25,10.94,20.94,32.00,15.94
9,49,27.56,37.56,58.00,32.56
7,30,13.13,23.13,37.00,18.13
1,47,2.94,12.94,48.00,7.94
2,21,2.63,12.63,23.00,7.63
6,18,6.75,16.75,24.00,11.75
1,19,1.19,11.19,20.00,6.19
6,43,16.13,26.13,49.00,21.13
8,33,16.50,26.50,41.00,21.50
3,43,8.06,18.06,46.00,13.06
4,29,7.25,17.25,33.00,12.25
6,20,7.50,17.50,26.00,12.50
3,36,6.75,16.75,39.00,11.75
7,22,9.63,19.63,29.00,14.63
7,29,12.69,22.69,36.00,17.69
3,11,2.06,12.06,14.00,7.06
8,42,21.00,31.00,50.00,26.00
7,19,8.31,18.31,26.00,13.31
8,38,19.00,29.00,46.00,24.00
2,12,1.50,11.50,14.00,6.50
8,11,5.50,15.50,19.00,10.50
3,25,4.69,14.69,28.00,9.69
6,32,12.00,22.00,38.00,17.00
7,22,9.63,19.63,29.00,14.63
2,16,2.00,12.00,18.00,7.00
7,17,7.44,17.44,24.00,12.44
9,30,16.88,26.88,39.00,21.88
8,48,24.00,34.00,56.00,29.00
4,37,9.25,19.25,41.00,14.25
5,24,7.50,17.50,29.00,12.50
8,28,14.00,24.00,36.00,19.00
2,39,4.88,14.88,41.00,9.88
8,40,20.00,30.00,48.00,25.00
8,33,16.50,26.50,41.00,21.50
4,49,12.25,22.25,53.00,17.25
4,44,11.00,21.00,48.00,16.00
2,45,5.63,15.63,47.00,10.63
7,40,17.50,27.50,47.00,22.50
6,14,5.25,15.25,20.00,10.25
9,10,5.63,15.63,19.00,10.63
1,36,2.25,12.25,37.00,7.25
9,43,24.19,34.19,52.00,29.19
1,15,0.94,10.94,16.00,5.94
8,14,7.00,17.00,22.00,12.00
8,26,13.00,23.00,34.00,18.00
5,35,10.94,20.94,40.00,15.94
3,17,3.19,13.19,20.00,8.19
9,16,9.00,19.00,25.00,14.00
7,39,17.06,27.06,46.00,22.06
9,37,20.81,30.81,46.00,25.81
7,36,15.75,25.75,43.00,20.75
7,21,9.19,19.19,28.00,14.19
9,22,12.38,22.38,31.00,17.38
8,23,11.50,21.50,31.00,16.50
1,47,2.94,12.94,48.00,7.94
8,31,15.50,25.50,39.00,20.50
1,11,0.69,10.69,12.00,5.69
4,29,7.25,17.25,33.00,12.25
4,42,10.50,20.50,46.00,15.50
5,37,11.56,21.56,42.00,16.56
4,27,6.75,16.75,31.00,11.75
2,28,3.50,13.50,30.00,8.50
3,19,3.56,13.56,22.00,8.56
8,33,16.50,26.50,41.00,21.50
3,37,6.94,16.94,40.00,11.94
2,49,6.13,16.13,51.00,11.13
7,29,12.69,22.69,36.00,17.69
9,29,16.31,26.31,38.00,21.31
4,20,5.00,15.00,24.00,10.00
4,27,6.75,16.75,31.00,11.75
9,49,27.56,37.56,58.00,32.56
3,10,1.88,11.88,13.00,6.88
2,40,5.00,15.00,42.00,10.00
9,10,5.63,15.63,19.00,10.63
8,39,19.50,29.50,47.00,24.50
3,22,4.13,14.13,25.00,9.13
1,38,2.38,12.38,39.00,7.38
4,26,6.50,16.50,30.00,11.50
7,44,19.25,29.25,51.00,24.25
7,19,8.31,18.31,26.00,13.31
6,46,17.25,27.25,52.00,22.25
7,34,14.88,24.88,41.00,19.88
5,18,5.63,15.63,23.00,10.63
2,11,1.38,11.38,13.00,6.38
7,29,12.69,22.69,36.00,17.69
2,39,4.88,14.88,41.00,9.88
1,31,1.94,11.94,32.00,6.94
5,23,7.19,17.19,28.00,12.19
7,37,16.19,26.19,44.00,21.19
7,32,14.00,24.00,39.00,19.00
6,32,12.00,22.00,38.00,17.00
5,19,5.94,15.94,24.00,10.94
3,10,1.88,11.88,13.00,6.88
4,30,7.50,17.50,34.00,12.50
2,47,5.88,15.88,49.00,10.88
7,10,4.38,14.38,17.00,9.38
1,46,2.88,12.88,47.00,7.88
5,13,4.06,14.06,18.00,9.06
3,26,4.88,14.88,29.00,9.88
8,28,14.00,24.00,36.00,19.00
9,39,21.94,31.94,48.00,26.94
3,45,8.44,18.44,48.00,13.44
2,37,4.63,14.63,39.00,9.63
7,19,8.31,18.31,26.00,13.31
5,45,14.06,24.06,50.00,19.06
7,39,17.06,27.06,46.00,22.06
4,10,2.50,12.50,14.00,7.50
7,27,11.81,21.81,34.00,16.81
9,44,24.75,34.75,53.00,29.75
7,37,16.19,26.19,44.00,21.19
7,16,7.00,17.00,23.00,12.00
8,37,18.50,28.50,45.00,23.50
5,17,5.31,15.31,22.00,10.31
2,25,3.13,13.13,27.00,8.13
6,42,15.75,25.75,48.00,20.75
1,23,1.44,11.44,24.00,6.44
8,25,12.50,22.50,33.00,17.50
2,18,2.25,12.25,20.00,7.25
6,33,12.38,22.38,39.00,17.38
5,42,13.13,23.13,47.00,18.13
1,10,0.63,10.63,11.00,5.63
8,34,17.00,27.00,42.00,22.00
2,35,4.38,14.38,37.00,9.38
6,41,15.38,25.38,47.00,20.38
4,35,8.75,18.75,39.00,13.75
3,37,6.94,16.94,40.00,11.94
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
